Alfabet,Title,Description,Mamfaat Pemeriksaan
B,Barbiturat Kuantitatif Urine,"Barbiturat adalah obat yang berfungsi sebagai depresan sistem saraf pusat dan berdasarkan sifatnya, obat ini menghasilkan efek spektrum yang luas, dari sedasi ringan hingga anestesi total. Barbiturat secara terapi digunakan sebagai anestesi, antikonvulsan, ansiolitik, hipnotik, dan obat penenang. Obat ini juga seringkali disalahgunakan karena efek sedasinya. Pemeriksaan barbiturat kuantitative urine mengukur kadar obat barbiturat didalam urine",Mengoptimalkan terapi obat barbiturat dengan memantau kepatuhan pasien dilihat dari kadarnya. 
B,Barbiturat Kuantitatif Serum,"Barbiturat adalah obat yang berfungsi sebagai depresan sistem saraf pusat dan berdasarkan sifatnya, obat ini menghasilkan efek spektrum yang luas, dari sedasi ringan hingga anestesi total. Barbiturat secara terapi digunakan sebagai anestesi, antikonvulsan, ansiolitik, hipnotik, dan obat penenang. Obat ini juga seringkali disalahgunakan karena efek sedasinya. Pemeriksaan barbiturat kuantitative serum mengukur kadar obat barbiturat didalam darah",Mengoptimalkan terapi obat barbiturat dengan memantau kepatuhan pasien dilihat dari kadarnya. Berguna untuk memastikan tidak adanya paparan barbiturat. Untuk pengujian tindak lanjut dari hasil dugaan dari hasil pemeriksaan Barbiturat Urine Quantitative yang lebih banyak dilakukan. 
B,BCR-ABL Kuantitatif p210,"Pemeriksaan yang dilakukan untuk mendeteksi fusi BCR-ABL p210 menggunakan reaksi real-time quantitative polymerase chain reaction (QPCR) , karena >95% fusi p210 ini ditemukan pada pasien CML.  

Imatinib, nilotinib, dan dasatinib merupakan inhibitor BCR-ABL tirosin kinase yang didesain untuk menghambat aktivitas BCR-ABL.","1. Untuk pemantauan terapi dan menilai respon pengobatan pasien Chronic Myeloid Leukemia (CML)
2. Indikator prognosis
3. Indikator Awal Ketidakpatuhan Terapi
4. Deteksi Kekambuhan (Relapse)
"
B,Barbiturat Kualitatif Urine,,Silahkan cek email anda untuk mendapatkan kata sandi baru
B,BCR ABL ,"Pemeriksaan untuk mendeteksi ekspresi fusi protein BCR-ABL yang dapat digunakan untuk mengindentifikasi ada atau tidaknya Kromosom Philadelphia. 

Kromosom Philadelphia ditemukan pada lebih dari 90% pasien chronic myeloid leukemia (CML) dewasa, 15-30% orang dewasa dengan acute lymphoblastic leukemia (ALL) dan 2% acute myeloid leukemia (AML). 

Gen BCR-ABL mengkode protein yang memiliki aktivitas tirosin kinase yang kuat dan aktif secara konsitutif (mengaktivasi sejumlah protein yang terlibat dalam regulasi siklus sel yang mempercepat pembelahan sel dan mempengaruhi DNA repair). 

Pemeriksaan BCR - ABL kualitatif menggunakan sampel darah yang diambil dari pembuluh darah vena di lengan.",Membantu menkonfirmasi diagnosis untuk kanker darah chronic myeloid leukemia (CML) atau leukemia lainnya seperti acute lymphoblastic leukemia (ALL) atau acute myeloid leukemia (AML)
B,Benzene Metabolite S Phenyl Mercapturic Acid ,"S-Phenylmercapturic acid (S-PMA) adalah metabolit benzena yang digunakan sebagai biomarker untuk paparan benzena pada manusia. Pada pekerja industri, konsentrasi urin s-pma yang tinggi sebagai penanda terpaparnya pekerja tersebut yang dapat menimbulkan efek buruk bagi kesehatan.","Menetukan kadar S-PMA dalam urine, untuk menilai paparan benzen pada sesorang"
B,Benzene T.T Muconic Acid,"Trans, asam trans-muconic (tt-MA) adalah metabolit yang banyak digunakan sebagai biomarker untuk mengidentifikasi paparan rendah terhadap benzena. tt-MA merupakan karsinogen bagi manusia. Pemeriksaan Benzene T.T muconic Acid mendeteksi kada tt-MA dalam urine biasanya dilakukan pada pekerja yang terpapar benzene.",Menenetukan jumlah paparan benzene melalui pemeriksaan dengan sampel urine
B,Biopsi bronkus kiri,Pengambilan jaringan pada bronkus,untuk melihat adanya kelainan pada bronkus
B,Badan Inklusi HbH,Pemeriksaan untuk mendeteksi HbH disease (kehilangan 3 gen globin ?) dan thalasemia ?-1 trait (kehilangan 2 globin ?),"Mendeteksi hemoglobin yang tidak stabil pada eritrosit penderita yang menunjukkan HbH disease dan juga thalassemia alpha dan membentuk gambaran seperti “bola golf”
Badan inklusi HbH dijumpai pada eritrosit :
       - Penderita HbH 
    
   - Pembawa sifat thalassemia alfa jenis berat"
A,Aviditas Anti-Toxoplasma IgG,"Toxoplasmosis merupakan infeksi yang disebabkan oleh parasit Toxoplasma gondii. Toxoplasmosis dapat ditemukan pada manusia dan berbagai jenis hewan atau burung. Kucing diketahui sebagai pembawa parasit Toxoplasma gondii, namun penyebarannya bisa melalui berbagai cara seperti kotoran kucing, transfusi darah atau transplantasi organ/jaringan tubuh, konsumsi makanan yang berasal dari tanah terkontaminasi, dan konsumsi daging (kambing, sapi, dan babi) mentah atau setengah matang.

Toxoplasmosis yang terjadi pada wanita hamil, bisa menybabkan keguguran dan bayi lahir prematur, serta bisa ditularkan dari ibu kepada bayinya melalui plasenta sehingga bayi mengalami toxoplasmosis kongenital. Terjadinya toxoplasmosis kongenital biasanya ditandai dengan adanya kerusakan pada organ mata, sistem saraf pusat, kulit, dan telinga. Kerusakan organ tersebut tidak jarang baru muncul ketika anak berusia remaja atau pun dewasa.

Pemeriksaan Aviditas Anti-Toxoplasma IgG mendeteksi kekuatan ikatan antara antibodi IgG dengan parasit Toxoplasma gondii. Pemeriksaan ini membutuhkan sampel berupa darah yang diambil dari pembuluh darah vena di lengan.",Diperlukan bila ada dugaan terinfeksi Toxoplasma gondii (Anti-Toxoplasma IgM dan IgG positif) pada wanita hamil untuk memperkirakan kapan terjadinya infeksi; dan mendiagnosis infeksi kongenital.
A,Aviditas Anti-CMV IgG,"Cytomegalovirus (CMV) dapat ditularkan dari orang ke orang melalui cairan tubuh seperti air liur, semen, sekret vagina, darah, dan air susu ibu. CMV merupakan virus yang paling sering ditularkan dari ibu kepada bayinya, baik melalui plasenta selama masa kehamilan, saat menyusui maupun proses kelahiran. Bayi yang membawa CMV akan mengalami kondisi yang disebut CMV kongenital dan berisiko mengalami gangguan penglihatan dan pendengaran, serta retardasi mental yang tidak jarang baru muncul setelah remaja atau pun dewasa.

Pemeriksaan Aviditas Anti-CMV IgG mendeteksi kekuatan ikatan antara antibodi IgG dengan CMV. Pemeriksaan ini membutuhkan sampel berupa darah yang diambil dari pembuluh darah vena di lengan.","Pemeriksaan CMV IgG Avidity mampu membedakan infeksi primer dengan infeksi rekuren, tingkat kematangan dan lamanya antibodi yang ada berhubungan dengan kondisi viremia pasien."
A,AT III ,"Antitrombin (AT, Antitrombin III, ATIII) adalah glikoprotein kecil yang diproduksi oleh hati yang menonaktifkan beberapa enzim dari sistem koagulasi.","Diagnosis defisiensi antitrombin III (ATIII) adalah defisiensi antitrombin III. Kekurangan ini mungkin diwariskan atau diperoleh. Ini adalah kelainan herediter yang jarang yang muncul ketika seorang pasien menderita trombosis vena berulang dan emboli paru, dan kematian janin intrauterin berulang ."
A,ASTO ,"Antistreptolysin O (ASTO) adalah antibodi dengan target streptolysin O, enzim toksik yang dihasilkan oleh bakteri group A Streptococcus. ","Pemeriksaan Antistreptolysin O digunakan untuk mengetahui ada tidaknya infeksi group A Streptococcus sebagai penyebab terjadinya glomerulonephritis, atau rheumatic fever (kondisi yang diakibatkan karena terapi infeksi bakteri yang tidak tepat atau tidak dilakukan - bisa mengakibatkan kerusakan serius terhadap katup jantung menyebabkan pembengkakan dan nyeri pada sendi, peradangan jantung (carditis), nodul kulit, Sydenham's chorea, dan ruam kulit)"
A,"Ascorbic Acid (Vitamin C), Plasma",,Silahkan cek email anda untuk mendapatkan kata sandi baru
A,Asam Urat Urin,"Asam urat diproduksi pada saat terjadi pemecahan purin. Purin merupakan senyawa yang mengandung nitrogen yang ditemukan dalam sel-sel tubuh, termasuk DNA. Ketika sel-sel tubuh tersebut menjadi tua dan mati akan melakukan pemecahan dan melepaskan purin dalam darah. Pada kadar yang rendah, purin mungkin berasal dari pencernaan makanan tertentu, seperti hati, ikan asin, makarel, kacang olahan dan kacang polong, serta minuman beralkohol tertentu, terutama bir. Sebagian besat asam urat dikeluarkan dari tubuh oleh ginjal dan diekskresikan dalam urin, sisanya dieliminasi dalam feses.
Pemeriksaan asam urat  urin mengukur kadar asam urat dalam urin.  Asam urat berlebih dapat disimpan dalam jaringan seperti ginjal, dan dapat mengakibatkan terjadinya batu ginjal atau gagal ginjal. ","Untuk mendeteksi kadar asam urat yang tinggi dalam urin, yang digunakan untuk membantu diagnosis penyebab batu ginjal dan untuk memantau mereka yang menderita Gout yang merupakan risiko terbentuknya batu tersebut."
A,Asam Urat Urin 24 jam,"Asam urat diproduksi pada saat terjadi pemecahan purin. Purin merupakan senyawa yang mengandung nitrogen yang ditemukan dalam sel-sel tubuh, termasuk DNA. Ketika sel-sel tubuh tersebut menjadi tua dan mati akan melakukan pemecahan dan melepaskan purin dalam darah. Pada kadar yang rendah, purin mungkin berasal dari pencernaan makanan tertentu, seperti hati, ikan asin, makarel, kacang olahan dan kacang polong, serta minuman beralkohol tertentu, terutama bir. Sebagian besat asam urat dikeluarkan dari tubuh oleh ginjal dan diekskresikan dalam urin, sisanya dieliminasi dalam feses.
Pemeriksaan asam urat  urin 24 jam mengukur kadar asam urat dalam urin yang ditampung selama 24 jam.  Asam urat berlebih dapat  mengakibatkan terjadinya batu ginjal atau gagal ginjal. ","Untuk mendeteksi kadar asam urat yang tinggi dalam urin, yang digunakan untuk membantu diagnosis penyebab batu ginjal dan untuk memantau mereka yang menderita Gout yang merupakan risiko terbentuknya batu ginjal."
A,Audiometri,"Pemeriksaan yang bertujuan untuk mengetahui tingkat/ambang batas pendengaran seseorang dan jenis gangguannya bila ada. Pemeriksaan ini dilakukan dengan menggunakan alat audiogram nada murni di dalam ruang kedap suara. Bermacam-macam frekuensi dan intensitas suara (dB) ditransfer melalui headset atau bone conducter ke telinga atau mastoid, kemudian batasan intensitas suara (dB) yang tidak dapat didengar lagi dicatat melalui program komputer atau diplot secara manual pada kertas grafik. Audiometri umumnya diindikasikan bagi seseorang yang mengalami penurunan pendengaran, telinga berbunyi dengung (tinitus), rasa penuh di telinga, riwayat keluar cairan, riwayat terpajan bising, riwayat trauma, riwayat pemakaian obat ototoksik, riwayat gangguan pendengaran pada keluarga, dan gangguan keseimbangan.",Mengetahui derajat ketulian dan menentukan jenis tuli.
B,Benzodiazepin Kualitatif Urine,Benzodiazepin adalah jenis obat yang memiliki efek sedatif atau menenangkan,mendeteksi kadar benzodiazepin dalam urine
A,ASMA (SMA),Antibodi yang menyerang otot polos,Membantu menegakkan autoimun hepatitis dan membedakan autoimun hepatitis dari hepatitis akibat virus ataupun kerusakan hati karena penyabab lainnya
A,Asam Urat ,"Asam urat diproduksi pada saat terjadi pemecahan purin. Purin merupakan senyawa yang mengandung nitrogen yang ditemukan dalam sel-sel tubuh, termasuk DNA. Ketika sel-sel tubuh tersebut menjadi tua dan mati akan melakukan pemecahan dan melepaskan purin dalam darah. Pada kadar yang rendah, purin mungkin berasal dari pencernaan makanan tertentu, seperti hati, ikan asin, makarel, kacang olahan dan kacang polong, serta minuman beralkohol tertentu, terutama bir. Sebagian besat asam urat dikeluarkan dari tubuh oleh ginjal dan diekskresikan dalam urin, sisanya dieliminasi dalam feses.

Pemeriksaan asam urat mengukur kadar asam urat dalam darah atau urin. Bila terlalu banyak asam urat yang diproduksi atau tidak cukup diekskresikan dapat terakumulasi dalam tubuh, sehingga terjadi peningkatan kadar asam urat dalam darah (hiperurisemia) dan dapat menyebabkan gout. Selain itu asam urat berlebih juga dapat disimpan dalam jaringan seperti ginjal, dan dapat mengakibatkan terjadinya batu ginjal atau gagal ginjal. Peningkatan kadar asam urat juga dapat terjadi ketika ada peningkatan kematian sel seperti pada beberapa terapi kanker. Sementara penurunan eliminasi asam urat sering disebabkan karena fungsi ginjal yang terganggu atau penyakit ginjal.

Pemeriksaan asam urat membutuhkan sampel berupa darah yang diambil dari pembuluh darah vena di lengan. Sampel berupa urin 24 jam dibutuhkan untuk pemeriksaan asam urat urin.","Pemeriksaan asam urat dalam darah digunakan untuk :  
Mendeteksi tingginya asam urat dalam darah untuk menunjang diagnosis gout. 
Memantau pengobatan pasien asam urat.  
Memantau pasien yang menjalani pengobatan kemoterapi dan radiasi karena pada pasien tersebut terjadi turnover sel yang cepat yang dapat menyebabkan peningkatan asam urat."
A,Asam Laktat,"Asam laktat adalah hasil akhir dari metabolisme glukosa anaerobik. Konsentrasi asam laktat darah dipengaruhi oleh produksi dalam sel otot, sel darah merah dan laju metabolisme di hati. Selama olahraga, laktat darah dapat meningkat hingga sepuluh kali dari tingkat normal.

Pemeriksaan ini digunakan untuk mengukur kadar asam laktat di dalam darah",Diagnosis asidosis laktat (ketika asam laktat menumpuk di aliran darah lebih cepat daripada yang bisa dikeluarkan)
A,Asam Folat ,"Asam folat merupakan bagian dari vitamin B kompleks yang diperlukan untuk pembentukan sel darah merah normal, perbaikan jaringan dan sel-sel, serta sintesis DNA (materi genetik dalam sel). Asam folat tidak diproduksi dalam tubuh sehingga harus diasup dari luar tubuh seperti melalui suplemen.

Pemeriksaan asam folat mengukur kadar asam folat dalam darah. Pemeriksaan ini dilakukan pada seseorang dengan hasil pemeriksaan complete blood count (CBC) yang abnormal disertai makrositik atau hypersegemented neutrophils; ketika seseorang mengalami gejala anemia (lemah, lesu, kulit pucat) dan/atau neuropati (kesemutan atau gatal, mata berkedut, kehilangan memori, perubahan status mental); pasien yang sedang dalam pengobatan untuk kekurangan asam folat.

Pemeriksaan asam folat membutuhkan sampel berupa darah yang diambil dari pembuluh darah vena di lengan",Membantu mendiagnosis salah satu penyebab anemia atau neuropati; mengevaluasi status gizi; memantau efektivitas pengobatan kekurangan asam folat.
A,Arsenic (As) Urine,"Salah satu jenis logam berat yang digunakan dalam industri.  Konsentrasi yang tinggi  dapat mencemari tanah, udara, makanan, dan air",Biomonitoring pajanan Arsenic 
A,Asam Arachidonic (AA),Asam arakidonat adalah asam lemak esensial tidak jenuh,Mengetahui kadar AA dalam darah
A,Arsenic 24 Hour Urine ,"Salah satu jenis logam berat yang digunakan dalam industri.  Konsentrasi yang tinggi  dapat mencemari tanah, udara, makanan, dan air",Biomonitoring pajanan Arsenic 
A,Arsenic (As) Rambut,"Salah satu jenis logam berat yang digunakan dalam industri.  Konsentrasi yang tinggi  dapat mencemari tanah, udara, makanan, dan air",Biomonitoring pajanan Arsenic di rambut
A,APTT ,"Masa tromboplastin parsial teraktivasi (activated partial thromboplastin time, APTT) adalah uji laboratorium untuk menilai aktifitas faktor koagulasi jalur intrinsik dan jalur bersama, yaitu faktor XII (faktor Hagemen), pre-kalikrein, kininogen, faktor XI (plasma tromboplastin antecendent, PTA), faktor IX (factor Christmas), faktor VIII (antihemophilic factor, AHF), faktor X (faktor Stuart), faktor V (proakselerin), faktor II (protrombin) dan faktor I (fibrinogen). Tes ini untuk monitoring terapi heparin atau adanya circulating anticoagulant. APTT memanjang karena defisiensi faktor koagulasi instrinsik dan bersama jika kadarnya <> 7 detik dari nilai normal, maka hasil pemeriksaan itu dianggap abnormal.","Evaluasi sistem koagulasi intrinsik; pemantauan terapi heparin; membantu skrining hemofilia A dan B klasik; defisiensi kongenital faktor II, V, VIII, IX, X, XI, dan XII; disfibrinogenemia; disseminated intravascular coagulation (DIC); liver failure; hipofibrinogenemia kongenital; defisiensi vitamin K; defisiensi fitzgearald factor kongenital; defisiensi prekallikrein (Fletcher factor) kongenital. Spesimen diperoleh kurang dari 3 jam setelah pemberian dosis heparin"
A,Aquaporin-4 (AQP) Antibodies ,"Aquaporin 4 (AQP4) adalah protein saluran air yang ditemukan pada sel astrosit yang mengelilingi penghalang darah-otak, (lapisan sel yang bertanggung jawab untuk mencegah zat berbahaya dalam darah menyeberang ke otak). Diperkirakan bahwa penghalang darah otak memungkinkan antibodi AQP4 memasuki sistem saraf pusat. Ini menyebabkan kerusakan pada saraf otak serta peradangan. 80% dari penderita Neuromyelitis Optica Spectrum Disorder memiliki aquaporin 4 antibodi di dalam darahnya.",merupakan penanda serum sensitif dan sangat spesifik dari neuromyelitis optica (NMO) yang dapat memfasilitasi diagnosis diferensial NMO dan multiple sclerosis klasik
A,APOE-Genotipe,"Gen APOE terletak pada kromosom 19q13.2, bersifat polimorfik di kodon 112 dan 158 dengan perubahan asam amino Cysteine (TGC) menjadi Arginine (CGC). 

Pada manusia telah diketahui terdapat 3 alel yang kodominan, yang dinamakan e2, e3 dan e4, yang akan memberikan 6 macam genotipe yang berbeda: 3 genotipe homozigot, yaitu e2/e2, e3/e3, e4/e4 dan 3 genotipe heterozigot e3/e4, e2/e4, e2/e3. Alel e4 (Arg 112/158) telah terbukti berhubungan dengan risiko lebih tinggi untuk penyakit jantung koroner dan late-onset Alzheimer. Sebaliknya, alel e2 (Cys 112/158) menunjukkan efek perlindungan terhadap penyakit Alzheimer namun dikaitkan dengan resiko hyperlipoproteinemia III.","Polimorfisme gen APOE dikaitkan dengan peningkatan risiko penyakit kardiovaskular dan Alzheimer, sehingga penentuan genotipe-nya memiliki nilai prediksi yang cukup potensial."
